Repositorio;Branch;Link
TIM_Components_promotion;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_promotion?_a=contents&version=GBmaster
TIM_Components_RestPostCodeIntegration;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_RestPostCodeIntegration?_a=contents&version=GBDEV_Integracao
TIM_Components_RestPostCodeIntegration;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_RestPostCodeIntegration?_a=contents&version=GBFQA_Integracao
TIM_Components_RestPostCodeIntegration;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_RestPostCodeIntegration?_a=contents&version=GBmaster
WhatsApp_Batch;WEB0367;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/WhatsApp_Batch?_a=contents&version=GBWEB0367
WhatsApp_Batch;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/WhatsApp_Batch?_a=contents&version=GBmaster
Varejo_Portal;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Portal?_a=contents&version=GBDEV_Integracao
Varejo_Portal;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Portal?_a=contents&version=GBFQA_Integracao
Varejo_Portal;WEB0113;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Portal?_a=contents&version=GBWEB0113
Varejo_Portal;WEB0120;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Portal?_a=contents&version=GBWEB0120
Varejo_Portal;WEB0139;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Portal?_a=contents&version=GBWEB0139
Varejo_Portal;WEB0227;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Portal?_a=contents&version=GBWEB0227
Varejo_Portal;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Portal?_a=contents&version=GBmaster
Camada_Exposicao_API_Analytics;Feature_TIR49276;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBFeature_TIR49276
Camada_Exposicao_API_Analytics;WEB0213;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBWEB0213
Camada_Exposicao_API_Analytics;WEB0297;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBWEB0297
Camada_Exposicao_API_Analytics;development;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBdevelopment
Camada_Exposicao_API_Analytics;feature_BUG120894;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBfeature_BUG120894
Camada_Exposicao_API_Analytics;fix_SDN343205;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBfix_SDN343205
Camada_Exposicao_API_Analytics;fix_SDN350289;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBfix_SDN350289
Camada_Exposicao_API_Analytics;fqa;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBfqa
Camada_Exposicao_API_Analytics;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Analytics?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-meusDocumentos;SDN346640;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-meusDocumentos?_a=contents&version=GBSDN346640
MeuTIM_pweb-portlet-meusDocumentos;WEB0016;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-meusDocumentos?_a=contents&version=GBWEB0016
MeuTIM_pweb-portlet-meusDocumentos;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-meusDocumentos?_a=contents&version=GBmaster
OAM_Plugins;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_Plugins?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-consultaPacotesAtivos;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consultaPacotesAtivos?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-bloqueioDesbloqueioTIMChip;WEB0294;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-bloqueioDesbloqueioTIMChip?_a=contents&version=GBWEB0294
MeuTIM_pweb-portlet-bloqueioDesbloqueioTIMChip;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-bloqueioDesbloqueioTIMChip?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-meuTelefoneTIM;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-meuTelefoneTIM?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-gerenciarPlano;SDN321848;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-gerenciarPlano?_a=contents&version=GBSDN321848
MeuTIM_pweb-portlet-gerenciarPlano;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-gerenciarPlano?_a=contents&version=GBmaster
